,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
8140,Egypt,Birch,1994,79130,51,4283,22.02
8141,Egypt,Mangrove,1994,46272,51,4283,21.1
8142,Egypt,Mangrove,1994,46272,51,4283,22.02
8143,Egypt,Bamboo,1994,28828,51,4283,21.1
8144,Egypt,Bamboo,1994,28828,51,4283,22.02
8145,Egypt,Cedar,1994,247138,51,4283,21.1
8146,Egypt,Cedar,1994,247138,51,4283,22.02
8147,Egypt,Lime,1994,50026,51,4283,21.1
8148,Egypt,Lime,1994,50026,51,4283,22.02
8149,Egypt,Pine,1995,61630,51,4391,20.62
8150,Egypt,Pine,1995,61630,51,4391,21.56
8151,Egypt,Plywood,1995,211244,51,4391,20.62
8152,Egypt,Plywood,1995,211244,51,4391,21.56
8153,Egypt,Birch,1995,81356,51,4391,20.62
8154,Egypt,Birch,1995,81356,51,4391,21.56
8155,Egypt,Mangrove,1995,44770,51,4391,20.62
8156,Egypt,Mangrove,1995,44770,51,4391,21.56
8157,Egypt,Bamboo,1995,24344,51,4391,20.62
8158,Egypt,Bamboo,1995,24344,51,4391,21.56
8159,Egypt,Cedar,1995,259786,51,4391,20.62
8160,Egypt,Cedar,1995,259786,51,4391,21.56
8161,Egypt,Lime,1995,54221,51,4391,20.62
8162,Egypt,Lime,1995,54221,51,4391,21.56
8163,Egypt,Pine,1996,69523,51,4499,20.85
8164,Egypt,Pine,1996,69523,51,4499,21.88
8165,Egypt,Plywood,1996,202048,51,4499,20.85
8166,Egypt,Plywood,1996,202048,51,4499,21.88
8167,Egypt,Birch,1996,82910,51,4499,20.85
8168,Egypt,Birch,1996,82910,51,4499,21.88
8169,Egypt,Mangrove,1996,43520,51,4499,20.85
8170,Egypt,Mangrove,1996,43520,51,4499,21.88
8171,Egypt,Bamboo,1996,26103,51,4499,20.85
8172,Egypt,Bamboo,1996,26103,51,4499,21.88
8173,Egypt,Cedar,1996,231357,51,4499,20.85
8174,Egypt,Cedar,1996,231357,51,4499,21.88
8175,Egypt,Lime,1996,56384,51,4499,20.85
8176,Egypt,Lime,1996,56384,51,4499,21.88
8177,Egypt,Pine,1997,71298,51,4607,20.52
8178,Egypt,Pine,1997,71298,51,4607,21.45
8179,Egypt,Plywood,1997,218355,51,4607,20.52
8180,Egypt,Plywood,1997,218355,51,4607,21.45
8181,Egypt,Birch,1997,84152,51,4607,20.52
8182,Egypt,Birch,1997,84152,51,4607,21.45
8183,Egypt,Mangrove,1997,50427,51,4607,20.52
8184,Egypt,Mangrove,1997,50427,51,4607,21.45
8185,Egypt,Bamboo,1997,26223,51,4607,20.52
8186,Egypt,Bamboo,1997,26223,51,4607,21.45
8187,Egypt,Cedar,1997,224888,51,4607,20.52
8188,Egypt,Cedar,1997,224888,51,4607,21.45
8189,Egypt,Lime,1997,55994,51,4607,20.52
8190,Egypt,Lime,1997,55994,51,4607,21.45
8191,Egypt,Pine,1998,72257,51,4715,21.29
8192,Egypt,Pine,1998,72257,51,4715,22.36
8193,Egypt,Plywood,1998,223302,51,4715,21.29
8194,Egypt,Plywood,1998,223302,51,4715,22.36
8195,Egypt,Birch,1998,86401,51,4715,21.29
8196,Egypt,Birch,1998,86401,51,4715,22.36
8197,Egypt,Mangrove,1998,56077,51,4715,21.29
8198,Egypt,Mangrove,1998,56077,51,4715,22.36
8199,Egypt,Bamboo,1998,26207,51,4715,21.29
8200,Egypt,Bamboo,1998,26207,51,4715,22.36
8201,Egypt,Cedar,1998,240060,51,4715,21.29
8202,Egypt,Cedar,1998,240060,51,4715,22.36
8203,Egypt,Lime,1998,59896,51,4715,21.29
8204,Egypt,Lime,1998,59896,51,4715,22.36
8205,Egypt,Pine,1999,75174,51,4823,21.46
8206,Egypt,Pine,1999,75174,51,4823,22.28
8207,Egypt,Plywood,1999,232915,51,4823,21.46
8208,Egypt,Plywood,1999,232915,51,4823,22.28
8209,Egypt,Birch,1999,88780,51,4823,21.46
8210,Egypt,Birch,1999,88780,51,4823,22.28
8211,Egypt,Mangrove,1999,57692,51,4823,21.46
8212,Egypt,Mangrove,1999,57692,51,4823,22.28
8213,Egypt,Bamboo,1999,26367,51,4823,21.46
8214,Egypt,Bamboo,1999,26367,51,4823,22.28
8215,Egypt,Cedar,1999,240545,51,4823,21.46
8216,Egypt,Cedar,1999,240545,51,4823,22.28
8217,Egypt,Lime,1999,63467,51,4823,21.46
8218,Egypt,Lime,1999,63467,51,4823,22.28
8219,Egypt,Pine,2000,76800,51,4931,20.74
8220,Egypt,Pine,2000,76800,51,4931,21.49
8221,Egypt,Plywood,2000,235931,51,4931,20.74
8222,Egypt,Plywood,2000,235931,51,4931,21.49
8223,Egypt,Birch,2000,91025,51,4931,20.74
8224,Egypt,Birch,2000,91025,51,4931,21.49
8225,Egypt,Mangrove,2000,57885,51,4931,20.74
8226,Egypt,Mangrove,2000,57885,51,4931,21.49
8227,Egypt,Bamboo,2000,27199,51,4931,20.74
8228,Egypt,Bamboo,2000,27199,51,4931,21.49
8229,Egypt,Cedar,2000,273327,51,4931,20.74
8230,Egypt,Cedar,2000,273327,51,4931,21.49
8231,Egypt,Lime,2000,63422,51,4931,20.74
8232,Egypt,Lime,2000,63422,51,4931,21.49
8233,Egypt,Pine,2001,69798,51,5039,21.45
8234,Egypt,Pine,2001,69798,51,5039,22.33
8235,Egypt,Plywood,2001,238739,51,5039,21.45
8236,Egypt,Plywood,2001,238739,51,5039,22.33
8237,Egypt,Birch,2001,92833,51,5039,21.45
8238,Egypt,Birch,2001,92833,51,5039,22.33
8239,Egypt,Mangrove,2001,57964,51,5039,21.45
8240,Egypt,Mangrove,2001,57964,51,5039,22.33
8241,Egypt,Bamboo,2001,27922,51,5039,21.45
8242,Egypt,Bamboo,2001,27922,51,5039,22.33
8243,Egypt,Cedar,2001,266543,51,5039,21.45
8244,Egypt,Cedar,2001,266543,51,5039,22.33
8245,Egypt,Lime,2001,63580,51,5039,21.45
8246,Egypt,Lime,2001,63580,51,5039,22.33
8247,Egypt,Pine,2002,77656,51,5147,21.46
8248,Egypt,Pine,2002,77656,51,5147,22.41
8249,Egypt,Plywood,2002,240382,51,5147,21.46
8250,Egypt,Plywood,2002,240382,51,5147,22.41
8251,Egypt,Birch,2002,93889,51,5147,21.46
8252,Egypt,Birch,2002,93889,51,5147,22.41
8253,Egypt,Mangrove,2002,57756,51,5147,21.46
8254,Egypt,Mangrove,2002,57756,51,5147,22.41
8255,Egypt,Bamboo,2002,29904,51,5147,21.46
8256,Egypt,Bamboo,2002,29904,51,5147,22.41
8257,Egypt,Cedar,2002,276970,51,5147,21.46
8258,Egypt,Cedar,2002,276970,51,5147,22.41
8259,Egypt,Lime,2002,64345,51,5147,21.46
8260,Egypt,Lime,2002,64345,51,5147,22.41
8261,Egypt,Pine,2004,79087,51,5363,21.06
8262,Egypt,Pine,2004,79087,51,5363,22.08
8263,Egypt,Plywood,2004,244443,51,5363,21.06
8264,Egypt,Plywood,2004,244443,51,5363,22.08
8265,Egypt,Birch,2004,98384,51,5363,21.06
8266,Egypt,Birch,2004,98384,51,5363,22.08
8267,Egypt,Mangrove,2004,56674,51,5363,21.06
8268,Egypt,Mangrove,2004,56674,51,5363,22.08
8269,Egypt,Bamboo,2004,30266,51,5363,21.06
8270,Egypt,Bamboo,2004,30266,51,5363,22.08
8271,Egypt,Cedar,2004,281242,51,5363,21.06
8272,Egypt,Cedar,2004,281242,51,5363,22.08
8273,Egypt,Lime,2004,65567,51,5363,21.06
8274,Egypt,Lime,2004,65567,51,5363,22.08
8275,Egypt,Pine,2005,81607,51,5471,21.08
8276,Egypt,Pine,2005,81607,51,5471,22.01
8277,Egypt,Plywood,2005,250826,51,5471,21.08
8278,Egypt,Plywood,2005,250826,51,5471,22.01
8279,Egypt,Birch,2005,99874,51,5471,21.08
8280,Egypt,Birch,2005,99874,51,5471,22.01
8281,Egypt,Mangrove,2005,56118,51,5471,21.08
8282,Egypt,Mangrove,2005,56118,51,5471,22.01
8283,Egypt,Bamboo,2005,34000,51,5471,21.08
8284,Egypt,Bamboo,2005,34000,51,5471,22.01
8285,Egypt,Cedar,2005,175000,51,5471,21.08
8286,Egypt,Cedar,2005,175000,51,5471,22.01
8287,Egypt,Lime,2005,64929,51,5471,21.08
8288,Egypt,Lime,2005,64929,51,5471,22.01
8289,Egypt,Pine,2006,83705,51,9781,21.15
8290,Egypt,Pine,2006,83705,51,9781,22.05
8291,Egypt,Plywood,2006,250085,51,9781,21.15
8292,Egypt,Plywood,2006,250085,51,9781,22.05
8293,Egypt,Birch,2006,100750,51,9781,21.15
8294,Egypt,Birch,2006,100750,51,9781,22.05
8295,Egypt,Mangrove,2006,56859,51,9781,21.15
8296,Egypt,Mangrove,2006,56859,51,9781,22.05
8297,Egypt,Bamboo,2006,30817,51,9781,21.15
8298,Egypt,Bamboo,2006,30817,51,9781,22.05
8299,Egypt,Cedar,2006,119702,51,9781,21.15
8300,Egypt,Cedar,2006,119702,51,9781,22.05
8301,Egypt,Lime,2006,64303,51,9781,21.15
8302,Egypt,Lime,2006,64303,51,9781,22.05
8303,Egypt,Pine,2007,80463,51,9105,21.51
8304,Egypt,Pine,2007,80463,51,9105,22.36
8305,Egypt,Plywood,2007,255717,51,9105,21.51
8306,Egypt,Plywood,2007,255717,51,9105,22.36
8307,Egypt,Birch,2007,97675,51,9105,21.51
8308,Egypt,Birch,2007,97675,51,9105,22.36
8309,Egypt,Mangrove,2007,56763,51,9105,21.51
8310,Egypt,Mangrove,2007,56763,51,9105,22.36
8311,Egypt,Bamboo,2007,32880,51,9105,21.51
8312,Egypt,Bamboo,2007,32880,51,9105,22.36
8313,Egypt,Cedar,2007,298171,51,9105,21.51
8314,Egypt,Cedar,2007,298171,51,9105,22.36
8315,Egypt,Lime,2007,64673,51,9105,21.51
8316,Egypt,Lime,2007,64673,51,9105,22.36
8317,Egypt,Pine,2008,79053,51,9527,21.74
8318,Egypt,Pine,2008,79053,51,9527,22.64
8319,Egypt,Plywood,2008,259390,51,9527,21.74
8320,Egypt,Plywood,2008,259390,51,9527,22.64
8321,Egypt,Birch,2008,97349,51,9527,21.74
8322,Egypt,Birch,2008,97349,51,9527,22.64
8323,Egypt,Mangrove,2008,56258,51,9527,21.74
8324,Egypt,Mangrove,2008,56258,51,9527,22.64
8325,Egypt,Bamboo,2008,33601,51,9527,21.74
8326,Egypt,Bamboo,2008,33601,51,9527,22.64
8327,Egypt,Cedar,2008,276425,51,9527,21.74
8328,Egypt,Cedar,2008,276425,51,9527,22.64
8329,Egypt,Lime,2008,65031,51,9527,21.74
8330,Egypt,Lime,2008,65031,51,9527,22.64
8331,Egypt,Pine,2009,78184,51,9013,21.67
8332,Egypt,Pine,2009,78184,51,9013,22.63
8333,Egypt,Plywood,2009,264241,51,9013,21.67
8334,Egypt,Plywood,2009,264241,51,9013,22.63
8335,Egypt,Birch,2009,95930,51,9013,21.67
8336,Egypt,Birch,2009,95930,51,9013,22.63
8337,Egypt,Mangrove,2009,55287,51,9013,21.67
8338,Egypt,Mangrove,2009,55287,51,9013,22.63
8339,Egypt,Bamboo,2009,31252,51,9013,21.67
8340,Egypt,Bamboo,2009,31252,51,9013,22.63
8341,Egypt,Cedar,2009,285425,51,9013,21.67
8342,Egypt,Cedar,2009,285425,51,9013,22.63
8343,Egypt,Lime,2009,63829,51,9013,21.67
8344,Egypt,Lime,2009,63829,51,9013,22.63
8345,Egypt,Pine,2010,72700,51,11590,22.46
8346,Egypt,Pine,2010,72700,51,11590,23.72
8347,Egypt,Plywood,2010,259211,51,11590,22.46
8348,Egypt,Plywood,2010,259211,51,11590,23.72
8349,Egypt,Birch,2010,94217,51,11590,22.46
8350,Egypt,Birch,2010,94217,51,11590,23.72
8351,Egypt,Mangrove,2010,50060,51,11590,22.46
8352,Egypt,Mangrove,2010,50060,51,11590,23.72
8353,Egypt,Bamboo,2010,28453,51,11590,22.46
8354,Egypt,Bamboo,2010,28453,51,11590,23.72
8355,Egypt,Cedar,2010,306078,51,11590,22.46
8356,Egypt,Cedar,2010,306078,51,11590,23.72
8357,Egypt,Lime,2010,55741,51,11590,22.46
8358,Egypt,Lime,2010,55741,51,11590,23.72
8359,Egypt,Pine,2011,77409,51,12945,21.18
8360,Egypt,Pine,2011,77409,51,12945,21.99
8361,Egypt,Plywood,2011,264311,51,12945,21.18
8362,Egypt,Plywood,2011,264311,51,12945,21.99
8363,Egypt,Birch,2011,95670,51,12945,21.18
8364,Egypt,Birch,2011,95670,51,12945,21.99
8365,Egypt,Mangrove,2011,53457,51,12945,21.18
8366,Egypt,Mangrove,2011,53457,51,12945,21.99
8367,Egypt,Bamboo,2011,31195,51,12945,21.18
8368,Egypt,Bamboo,2011,31195,51,12945,21.99
8369,Egypt,Cedar,2011,318249,51,12945,21.18
8370,Egypt,Cedar,2011,318249,51,12945,21.99
8371,Egypt,Lime,2011,65428,51,12945,21.18
8372,Egypt,Lime,2011,65428,51,12945,21.99
8373,Egypt,Pine,2012,77723,51,13991,21.55
8374,Egypt,Pine,2012,77723,51,13991,22.48
8375,Egypt,Plywood,2012,268531,51,13991,21.55
8376,Egypt,Plywood,2012,268531,51,13991,22.48
8377,Egypt,Birch,2012,95296,51,13991,21.55
8378,Egypt,Birch,2012,95296,51,13991,22.48
8379,Egypt,Mangrove,2012,53034,51,13991,21.55
8380,Egypt,Mangrove,2012,53034,51,13991,22.48
8381,Egypt,Bamboo,2012,36186,51,13991,21.55
8382,Egypt,Bamboo,2012,36186,51,13991,22.48
8383,Egypt,Cedar,2012,323485,51,13991,21.55
8384,Egypt,Cedar,2012,323485,51,13991,22.48
8385,Egypt,Lime,2012,65823,51,13991,21.55
8386,Egypt,Lime,2012,65823,51,13991,22.48
8387,Egypt,Pine,2013,77223,51,13653,21.44
8388,Egypt,Pine,2013,77223,51,13653,22.91
8389,Egypt,Plywood,2013,266276,51,13653,21.44
8390,Egypt,Plywood,2013,266276,51,13653,22.91
8391,Egypt,Birch,2013,95865,51,13653,21.44
8392,Egypt,Birch,2013,95865,51,13653,22.91
8393,Egypt,Mangrove,2013,53777,51,13653,21.44
8394,Egypt,Mangrove,2013,53777,51,13653,22.91
8395,Egypt,Bamboo,2013,34767,51,13653,21.44
8396,Egypt,Bamboo,2013,34767,51,13653,22.91
8397,Egypt,Cedar,2013,336781,51,13653,21.44
8398,Egypt,Cedar,2013,336781,51,13653,22.91
8399,Egypt,Lime,2013,66682,51,13653,21.44
8400,Egypt,Lime,2013,66682,51,13653,22.91
8401,El Salvador,Oak,1990,158889,1784,2524,26.06
8402,El Salvador,Pine,1990,21383,1784,2524,26.06
8403,El Salvador,Spruce,1990,111714,1784,2524,26.06
8404,El Salvador,Plywood,1990,140000,1784,2524,26.06
8405,El Salvador,Birch,1990,43271,1784,2524,26.06
8406,El Salvador,Mangrove,1990,12423,1784,2524,26.06
8407,El Salvador,Bamboo,1990,20000,1784,2524,26.06
8408,El Salvador,Cedar,1990,64286,1784,2524,26.06
8409,El Salvador,Oak,1991,152762,1784,4096,26.08
8410,El Salvador,Pine,1991,16448,1784,4096,26.08
8411,El Salvador,Spruce,1991,111786,1784,4096,26.08
8412,El Salvador,Plywood,1991,144231,1784,4096,26.08
8413,El Salvador,Birch,1991,37669,1784,4096,26.08
8414,El Salvador,Mangrove,1991,13228,1784,4096,26.08
8415,El Salvador,Bamboo,1991,20000,1784,4096,26.08
8416,El Salvador,Cedar,1991,62941,1784,4096,26.08
8417,El Salvador,Oak,1992,172692,1784,3940.77,26.22
8418,El Salvador,Pine,1992,21989,1784,3940.77,26.22
8419,El Salvador,Spruce,1992,109740,1784,3940.77,26.22
8420,El Salvador,Plywood,1992,144444,1784,3940.77,26.22
8421,El Salvador,Birch,1992,43561,1784,3940.77,26.22
8422,El Salvador,Mangrove,1992,14383,1784,3940.77,26.22
8423,El Salvador,Bamboo,1992,26857,1784,3940.77,26.22
8424,El Salvador,Cedar,1992,61333,1784,3940.77,26.22
8425,El Salvador,Oak,1993,200000,1784,3785.54,26.12
8426,El Salvador,Pine,1993,20482,1784,3785.54,26.12
8427,El Salvador,Spruce,1993,106557,1784,3785.54,26.12
8428,El Salvador,Plywood,1993,141509,1784,3785.54,26.12
8429,El Salvador,Birch,1993,47076,1784,3785.54,26.12
8430,El Salvador,Mangrove,1993,15254,1784,3785.54,26.12
8431,El Salvador,Bamboo,1993,27143,1784,3785.54,26.12
8432,El Salvador,Cedar,1993,64000,1784,3785.54,26.12
8433,El Salvador,Oak,1994,201298,1784,3630.31,26.33
8434,El Salvador,Pine,1994,15245,1784,3630.31,26.33
8435,El Salvador,Spruce,1994,97402,1784,3630.31,26.33
8436,El Salvador,Plywood,1994,140741,1784,3630.31,26.33
8437,El Salvador,Birch,1994,43353,1784,3630.31,26.33
8438,El Salvador,Mangrove,1994,14961,1784,3630.31,26.33
8439,El Salvador,Bamboo,1994,25000,1784,3630.31,26.33
8440,El Salvador,Cedar,1994,61250,1784,3630.31,26.33
8441,El Salvador,Oak,1995,160232,1784,3475.08,26.05
8442,El Salvador,Pine,1995,21972,1784,3475.08,26.05
8443,El Salvador,Spruce,1995,119791,1784,3475.08,26.05
8444,El Salvador,Plywood,1995,140000,1784,3475.08,26.05
8445,El Salvador,Birch,1995,53291,1784,3475.08,26.05
8446,El Salvador,Mangrove,1995,14970,1784,3475.08,26.05
8447,El Salvador,Bamboo,1995,23333,1784,3475.08,26.05
8448,El Salvador,Cedar,1995,62500,1784,3475.08,26.05
8449,El Salvador,Oak,1996,158831,1784,3319.85,25.77
8450,El Salvador,Pine,1996,22572,1784,3319.85,25.77
8451,El Salvador,Spruce,1996,64137,1784,3319.85,25.77
8452,El Salvador,Plywood,1996,157368,1784,3319.85,25.77
8453,El Salvador,Birch,1996,51627,1784,3319.85,25.77
8454,El Salvador,Mangrove,1996,15242,1784,3319.85,25.77
8455,El Salvador,Bamboo,1996,23333,1784,3319.85,25.77
8456,El Salvador,Cedar,1996,62845,1784,3319.85,25.77
8457,El Salvador,Oak,1997,131429,1784,3164.62,26.48
8458,El Salvador,Pine,1997,16582,1784,3164.62,26.48
8459,El Salvador,Spruce,1997,126495,1784,3164.62,26.48
8460,El Salvador,Plywood,1997,139286,1784,3164.62,26.48
8461,El Salvador,Birch,1997,44419,1784,3164.62,26.48
8462,El Salvador,Mangrove,1997,16050,1784,3164.62,26.48
8463,El Salvador,Bamboo,1997,24444,1784,3164.62,26.48
8464,El Salvador,Cedar,1997,62976,1784,3164.62,26.48
8465,El Salvador,Oak,1998,131429,1784,3009.39,26.48
8466,El Salvador,Pine,1998,19062,1784,3009.39,26.48
8467,El Salvador,Spruce,1998,147857,1784,3009.39,26.48
8468,El Salvador,Plywood,1998,215536,1784,3009.39,26.48
8469,El Salvador,Birch,1998,49760,1784,3009.39,26.48
8470,El Salvador,Mangrove,1998,15421,1784,3009.39,26.48
8471,El Salvador,Bamboo,1998,24000,1784,3009.39,26.48
8472,El Salvador,Cedar,1998,64706,1784,3009.39,26.48
8473,El Salvador,Oak,1999,124202,1784,2854.16,25.67
8474,El Salvador,Pine,1999,25047,1784,2854.16,25.67
8475,El Salvador,Spruce,1999,134056,1784,2854.16,25.67
8476,El Salvador,Plywood,1999,210286,1784,2854.16,25.67
8477,El Salvador,Birch,1999,52531,1784,2854.16,25.67
8478,El Salvador,Mangrove,1999,13111,1784,2854.16,25.67
8479,El Salvador,Bamboo,1999,24000,1784,2854.16,25.67
8480,El Salvador,Cedar,1999,63112,1784,2854.16,25.67
8481,El Salvador,Oak,2000,123479,1784,2698.93,25.78
8482,El Salvador,Pine,2000,22475,1784,2698.93,25.78
8483,El Salvador,Spruce,2000,312986,1784,2698.93,25.78
8484,El Salvador,Plywood,2000,231200,1784,2698.93,25.78
8485,El Salvador,Birch,2000,57884,1784,2698.93,25.78
8486,El Salvador,Mangrove,2000,15855,1784,2698.93,25.78
8487,El Salvador,Bamboo,2000,22727,1784,2698.93,25.78
8488,El Salvador,Cedar,2000,63105,1784,2698.93,25.78
8489,El Salvador,Oak,2001,124794,1784,2543.7,25.92
8490,El Salvador,Pine,2001,19431,1784,2543.7,25.92
8491,El Salvador,Spruce,2001,311689,1784,2543.7,25.92
8492,El Salvador,Plywood,2001,229878,1784,2543.7,25.92
8493,El Salvador,Birch,2001,60284,1784,2543.7,25.92
8494,El Salvador,Mangrove,2001,15445,1784,2543.7,25.92
8495,El Salvador,Bamboo,2001,22241,1784,2543.7,25.92
8496,El Salvador,Cedar,2001,62931,1784,2543.7,25.92
8497,El Salvador,Oak,2002,128120,1784,2388.47,26.12
8498,El Salvador,Pine,2002,26041,1784,2388.47,26.12
8499,El Salvador,Spruce,2002,311690,1784,2388.47,26.12
8500,El Salvador,Plywood,2002,236013,1784,2388.47,26.12
8501,El Salvador,Birch,2002,59384,1784,2388.47,26.12
8502,El Salvador,Mangrove,2002,18428,1784,2388.47,26.12
8503,El Salvador,Bamboo,2002,21732,1784,2388.47,26.12
8504,El Salvador,Cedar,2002,62852,1784,2388.47,26.12
8505,El Salvador,Oak,2004,100819,1784,2078.01,26.2
8506,El Salvador,Pine,2004,27641,1784,2078.01,26.2
8507,El Salvador,Spruce,2004,312202,1784,2078.01,26.2
8508,El Salvador,Plywood,2004,288786,1784,2078.01,26.2
8509,El Salvador,Birch,2004,66430,1784,2078.01,26.2
8510,El Salvador,Mangrove,2004,15999,1784,2078.01,26.2
8511,El Salvador,Bamboo,2004,20409,1784,2078.01,26.2
8512,El Salvador,Cedar,2004,62585,1784,2078.01,26.2
8513,El Salvador,Oak,2005,125043,1784,1922.78,26.07
8514,El Salvador,Pine,2005,29434,1784,1922.78,26.07
8515,El Salvador,Spruce,2005,312125,1784,1922.78,26.07
8516,El Salvador,Plywood,2005,221220,1784,1922.78,26.07
8517,El Salvador,Birch,2005,72118,1784,1922.78,26.07
8518,El Salvador,Mangrove,2005,15859,1784,1922.78,26.07
8519,El Salvador,Bamboo,2005,20768,1784,1922.78,26.07
8520,El Salvador,Cedar,2005,62409,1784,1922.78,26.07
8521,El Salvador,Oak,2006,125016,1784,2265.72,26.14
8522,El Salvador,Pine,2006,30794,1784,2265.72,26.14
8523,El Salvador,Spruce,2006,311678,1784,2265.72,26.14
8524,El Salvador,Plywood,2006,220517,1784,2265.72,26.14
8525,El Salvador,Birch,2006,73941,1784,2265.72,26.14
8526,El Salvador,Mangrove,2006,18397,1784,2265.72,26.14
8527,El Salvador,Bamboo,2006,20383,1784,2265.72,26.14
8528,El Salvador,Cedar,2006,62251,1784,2265.72,26.14
8529,El Salvador,Oak,2007,128870,1784,1940.78,26.02
8530,El Salvador,Pine,2007,29107,1784,1940.78,26.02
8531,El Salvador,Spruce,2007,311711,1784,1940.78,26.02
8532,El Salvador,Plywood,2007,218481,1784,1940.78,26.02
8533,El Salvador,Birch,2007,74651,1784,1940.78,26.02
8534,El Salvador,Mangrove,2007,15307,1784,1940.78,26.02
8535,El Salvador,Bamboo,2007,19348,1784,1940.78,26.02
8536,El Salvador,Cedar,2007,63889,1784,1940.78,26.02
8537,El Salvador,Oak,2008,128900,1784,3899.48,25.71
8538,El Salvador,Pine,2008,33895,1784,3899.48,25.71
8539,El Salvador,Spruce,2008,311771,1784,3899.48,25.71
8540,El Salvador,Plywood,2008,218555,1784,3899.48,25.71
8541,El Salvador,Birch,2008,79373,1784,3899.48,25.71
8542,El Salvador,Mangrove,2008,13899,1784,3899.48,25.71
8543,El Salvador,Bamboo,2008,19279,1784,3899.48,25.71
8544,El Salvador,Cedar,2008,61614,1784,3899.48,25.71
8545,El Salvador,Oak,2009,125022,1784,3333.88,26.21
8546,El Salvador,Pine,2009,30041,1784,3333.88,26.21
8547,El Salvador,Spruce,2009,312073,1784,3333.88,26.21
8548,El Salvador,Plywood,2009,252417,1784,3333.88,26.21
8549,El Salvador,Birch,2009,69016,1784,3333.88,26.21
8550,El Salvador,Mangrove,2009,17133,1784,3333.88,26.21
8551,El Salvador,Bamboo,2009,19172,1784,3333.88,26.21
8552,El Salvador,Cedar,2009,61191,1784,3333.88,26.21
8553,El Salvador,Oak,2010,124843,1784,3598.59,25.96
8554,El Salvador,Pine,2010,30253,1784,3598.59,25.96
8555,El Salvador,Spruce,2010,221778,1784,3598.59,25.96
8556,El Salvador,Plywood,2010,252796,1784,3598.59,25.96
8557,El Salvador,Birch,2010,70136,1784,3598.59,25.96
8558,El Salvador,Mangrove,2010,17201,1784,3598.59,25.96
8559,El Salvador,Bamboo,2010,18000,1784,3598.59,25.96
8560,El Salvador,Cedar,2010,60767,1784,3598.59,25.96
8561,El Salvador,Oak,2011,145719,1784,3231.13,25.95
8562,El Salvador,Pine,2011,28181,1784,3231.13,25.95
8563,El Salvador,Spruce,2011,111171,1784,3231.13,25.95
8564,El Salvador,Plywood,2011,196316,1784,3231.13,25.95
8565,El Salvador,Birch,2011,54783,1784,3231.13,25.95
8566,El Salvador,Mangrove,2011,14534,1784,3231.13,25.95
8567,El Salvador,Bamboo,2011,19222,1784,3231.13,25.95
8568,El Salvador,Cedar,2011,60343,1784,3231.13,25.95
8569,El Salvador,Oak,2012,115775,1784,2595.16,26.04
8570,El Salvador,Pine,2012,32580,1784,2595.16,26.04
8571,El Salvador,Spruce,2012,143831,1784,2595.16,26.04
8572,El Salvador,Plywood,2012,295706,1784,2595.16,26.04
8573,El Salvador,Birch,2012,63968,1784,2595.16,26.04
8574,El Salvador,Mangrove,2012,13204,1784,2595.16,26.04
8575,El Salvador,Bamboo,2012,19231,1784,2595.16,26.04
8576,El Salvador,Cedar,2012,58333,1784,2595.16,26.04
8577,El Salvador,Oak,2013,154928,1784,6005.08,26.36
8578,El Salvador,Pine,2013,29461,1784,6005.08,26.36
8579,El Salvador,Spruce,2013,153680,1784,6005.08,26.36
8580,El Salvador,Plywood,2013,426047,1784,6005.08,26.36
8581,El Salvador,Birch,2013,61615,1784,6005.08,26.36
8582,El Salvador,Mangrove,2013,16633,1784,6005.08,26.36
8583,El Salvador,Bamboo,2013,19231,1784,6005.08,26.36
8584,El Salvador,Cedar,2013,58333,1784,6005.08,26.36
8585,Eritrea,Pine,1993,2308,383,4.44,24.09
8586,Eritrea,Plywood,1993,82000,383,4.44,24.09
8587,Eritrea,Mangrove,1993,3197,383,4.44,24.09
8588,Eritrea,Lime,1993,2038,383,4.44,24.09
8589,Eritrea,Pine,1994,7689,383,4.44,24.13
8590,Eritrea,Plywood,1994,80659,383,4.44,24.13
8591,Eritrea,Mangrove,1994,9028,383,4.44,24.13
8592,Eritrea,Lime,1994,7449,383,4.44,24.13
8593,Eritrea,Pine,1995,3366,383,4.44,24.37
8594,Eritrea,Plywood,1995,79816,383,4.44,24.37
8595,Eritrea,Mangrove,1995,4820,383,4.44,24.37
8596,Eritrea,Lime,1995,5124,383,4.44,24.37
8597,Eritrea,Pine,1996,3974,383,4.44,24.36
8598,Eritrea,Plywood,1996,79592,383,4.44,24.36
8599,Eritrea,Mangrove,1996,2463,383,4.44,24.36
8600,Eritrea,Lime,1996,3665,383,4.44,24.36
8601,Eritrea,Pine,1997,2495,383,30.92,24.32
8602,Eritrea,Plywood,1997,80769,383,30.92,24.32
8603,Eritrea,Mangrove,1997,2850,383,30.92,24.32
8604,Eritrea,Lime,1997,3434,383,30.92,24.32
8605,Eritrea,Pine,1998,7532,383,19.61,24.78
8606,Eritrea,Plywood,1998,83333,383,19.61,24.78
8607,Eritrea,Mangrove,1998,11420,383,19.61,24.78
8608,Eritrea,Lime,1998,9552,383,19.61,24.78
8609,Eritrea,Pine,1999,7920,383,22.28,24.68
8610,Eritrea,Plywood,1999,80000,383,22.28,24.68
8611,Eritrea,Mangrove,1999,8766,383,22.28,24.68
8612,Eritrea,Lime,1999,7700,383,22.28,24.68
